year,l_under_0.1,l_0.2-0.4,l_0.5-0.7,l_0.8-1.0,l_1.1-1.5,l_1.6-2.0
2012-06-20,133270.23700932678,816406.8321428502,2135891.8295817305,4495153.493524162,3621610.937829612,132395.5017396158
2012-06-21,133278.7257164745,816351.1106243419,2135817.479510545,4494894.216114901,3621374.233724385,132372.39776882905
2012-06-22,133287.37587690062,816295.1351134626,2135742.259067282,4494633.0356775895,3621135.890605162,132349.29615893273
2012-06-23,133296.18749060523,816238.9056102122,2135666.1682519433,4494369.9522122275,3620895.908471943,132326.19690992698
2012-06-24,133305.1605575883,816182.4221145909,2135589.2070645285,4494104.965718815,3620654.2873247284,132303.1000218117
2012-06-25,133314.29507784982,816125.6846265986,2135511.3755050367,4493838.076197352,3620411.0271635177,132280.00549458695
2012-06-26,133323.59105138975,816068.6931462355,2135432.6735734693,4493569.28364784,3620166.1279883115,132256.91332825273
2012-06-27,133333.0484782082,816011.4476735012,2135353.1012698254,4493298.588070277,3619919.589799109,132233.823522809
2012-06-28,133342.66735830504,815953.9482083961,2135272.658594105,4493025.989464664,3619671.412595911,132210.73607825575
2012-06-29,133352.44769168037,815896.1947509198,2135191.345546308,4492751.487830999,3619421.5963787166,132187.65099459304
2012-06-30,133362.38947833414,815838.1873010725,2135109.162126435,4492475.083169285,3619170.141147527,132164.56827182084
2012-07-01,133372.49271826638,815779.9258588543,2135026.1083344854,4492196.775479522,3618917.046902341,132141.48790993914
2012-07-02,133382.75741147707,815721.4104242653,2134942.1841704603,4491916.564761708,3618662.3136431593,132118.409908948
2012-07-03,133393.07049326837,815662.9552536181,2134858.5135413758,4491637.325284313,3618408.318518073,132095.3711202409
2012-07-04,133403.31889894253,815604.8746032255,2134776.220354251,4491361.931315814,3618157.438675172,132072.4083952115
2012-07-05,133413.5026284995,815547.1684730881,2134695.3046090864,4491090.382856208,3617909.6741144583,132049.5217338598
2012-07-06,133423.62168193932,815489.8368632054,2134615.7663058806,4490822.679905496,3617665.024835931,132026.71113618577
2012-07-07,133433.67605926192,815432.8797735776,2134537.605444635,4490558.822463674,3617423.4908395885,132003.9766021894
2012-07-08,133443.66576046738,815376.2972042047,2134460.8220253484,4490298.810530749,3617185.072125434,131981.31813187074
2012-07-09,133453.59078555566,815320.0891550867,2134385.4160480215,4490042.644106716,3616949.7686934653,131958.73572522975
2012-07-10,133463.4511345268,815264.2556262235,2134311.387512654,4489790.323191577,3616717.580543682,131936.22938226644
2012-07-11,133473.2468073807,815208.796617615,2134238.736419246,4489541.84778533,3616488.5076760855,131913.79910298082
2012-07-12,133482.97780411743,815153.7121292613,2134167.4627677975,4489297.217887977,3616262.5500906752,131891.44488737287
2012-07-13,133492.64412473704,815099.0021611629,2134097.5665583084,4489056.433499517,3616039.707787451,131869.16673544262
2012-07-14,133502.24576923947,815044.666713319,2134029.0477907793,4488819.494619952,3615819.9807664133,131846.96464719
2012-07-15,133511.78273762472,814990.7057857302,2133961.9064652096,4488586.401249278,3615603.369027562,131824.83862261512
2012-07-16,133521.25502989278,814937.1193783962,2133896.1425815993,4488357.153387499,3615389.8725708965,131802.78866171793
2012-07-17,133530.66264604367,814883.9074913169,2133831.7561399485,4488131.751034614,3615179.4913964174,131780.81476449838
2012-07-18,133540.00558607737,814831.0701244925,2133768.7471402567,4487910.19419062,3614972.2255041245,131758.91693095656
2012-07-19,133549.2838499939,814778.6072779229,2133707.1155825253,4487692.482855521,3614768.0748940185,131737.0951610924
2012-07-20,133558.4974377933,814726.5189516085,2133646.8614667533,4487478.617029316,3614567.0395660987,131715.34945490593
2012-07-21,133567.6463494755,814674.8051455487,2133587.9847929403,4487268.596712003,3614369.119520364,131693.67981239714
2012-07-22,133576.73058504052,814623.4658597437,2133530.4855610873,4487062.421903584,3614174.3147568167,131672.08623356602
2012-07-23,133585.75014448835,814572.5010941938,2133474.3637711937,4486860.092604058,3613982.6252754545,131650.56871841257
2012-07-24,133594.7050278191,814521.9108488986,2133419.6194232595,4486661.6088134255,3613794.05107628,131629.12726693682
2012-07-25,133603.59523503255,814471.6951238583,2133366.2525172853,4486466.970531687,3613608.592159291,131607.76187913876
2012-07-26,133612.4207661289,814421.8539190728,2133314.2630532696,4486276.177758842,3613426.2485244884,131586.47255501838
2012-07-27,133621.18162110806,814372.3872345422,2133263.6510312147,4486089.2304948885,3613247.0201718714,131565.2592945757
2012-07-28,133629.87779997004,814323.2950702665,2133214.4164511184,4485906.12873983,3613070.9071014416,131544.12209781064
2012-07-29,133638.50930271484,814274.5774262456,2133166.559312982,4485726.872493665,3612897.9093131977,131523.06096472332
2012-07-30,133647.0761293425,814226.2343024794,2133120.0796168046,4485551.461756392,3612728.026807139,131502.0758953137
2012-07-31,133655.57827985293,814178.2656989683,2133074.977362587,4485379.896528014,3612561.259583269,131481.1668895817
2012-08-01,133664.01575424624,814130.671615712,2133031.2525503295,4485212.176808528,3612397.6076415824,131460.33394752743
2012-08-02,133672.38855252237,814083.4520527106,2132988.905180031,4485048.302597936,3612237.070982084,131439.5770691508
2012-08-03,133680.6966746813,814036.607009964,2132947.9352516923,4484888.273896238,3612079.6496047713,131418.8962544519
2012-08-04,133688.94012072307,813990.1364874723,2132908.3427653126,4484732.090703432,3611925.343509645,131398.29150343066
2012-08-05,133697.11889064766,813944.0404852353,2132870.127720893,4484579.75301952,3611774.152696705,131377.7628160871
2012-08-06,133705.2329844551,813898.3190032532,2132833.2901184326,4484431.260844501,3611626.0771659506,131357.3101924212
2012-08-07,133713.28240214536,813852.9720415262,2132797.829957932,4484286.614178375,3611481.116917383,131336.933632433
2012-08-08,133721.2671437184,813807.9996000538,2132763.7472393904,4484145.813021143,3611339.2719510016,131316.63313612252
2012-08-09,133729.18720917433,813763.4016788364,2132731.0419628085,4484008.8573728055,3611200.542266807,131296.4087034897
2012-08-10,133737.04259851307,813719.178277874,2132699.7141281865,4483875.74723336,3611064.927864798,131276.26033453454
2012-08-11,133744.8333117346,813675.3293971661,2132669.763735524,4483746.482602808,3610932.428744975,131256.18802925706
2012-08-12,133752.559348839,813631.8550367133,2132641.19078482,4483621.063481149,3610803.044907338,131236.19178765727
2012-08-13,133760.22070982622,813588.7551965152,2132613.9952760767,4483499.489868384,3610676.7763518877,131216.27160973518
2012-08-14,133767.81739469623,813546.0298765722,2132588.1772092925,4483381.761764513,3610553.6230786243,131196.4274954908
2012-08-15,133775.3494034491,813503.6790768838,2132563.736584468,4483267.879169535,3610433.5850875466,131176.65944492407
2012-08-16,133782.8167360848,813461.7027974505,2132540.673401603,4483157.8420834495,3610316.6623786553,131156.967458035
2012-08-17,133790.2193926033,813420.1010382719,2132518.987660697,4483051.650506258,3610202.85495195,131137.35153482363
2012-08-18,133797.55737300467,813378.8737993484,2132498.6793617513,4482949.30443796,3610092.1628074315,131117.81167528997
2012-08-19,133804.83067728885,813338.0210806796,2132479.748504765,4482850.803878555,3609984.585945099,131098.34787943398
2012-08-20,133812.0393054558,813297.5428822654,2132462.195089737,4482756.148828043,3609880.124364952,131078.96014725562
2012-08-21,133819.18325750565,813257.4392041062,2132446.01911667,4482665.339286424,3609778.778066992,131059.648478755
2012-08-22,133826.2625334383,813217.7100462021,2132431.2205855623,4482578.3752537,3609680.5470512183,131040.41287393204
2012-08-23,133833.27713325378,813178.3554085527,2132417.799496414,4482495.256729869,3609585.4313176307,131021.25333278679
2012-08-24,133840.2270569521,813139.3752911581,2132405.755849225,4482415.983714931,3609493.43086623,131002.1698553192
2012-08-25,133847.11230453322,813100.7696940185,2132395.0896439953,4482340.556208886,3609404.5456970143,130983.16244152929
2012-08-26,133853.93287599715,813062.5386171337,2132385.8008807255,4482268.974211735,3609318.7758099856,130964.23109141705
2012-08-27,133860.68877134396,813024.6820605038,2132377.889559415,4482201.237723476,3609236.1212051427,130945.37580498251
2012-08-28,133867.37999057357,812987.2000241285,2132371.3556800643,4482137.346744112,3609156.581882486,130926.59658222565
2012-08-29,133874.006533686,812950.0925080085,2132366.1992426733,4482077.301273641,3609080.157842017,130907.8934231465
2012-08-30,133880.56840068128,812913.3595121431,2132362.4202472414,4482021.101312064,3609006.849083733,130889.266327745
2012-08-31,133887.06559155937,812877.0010365325,2132360.018693769,4481968.746859379,3608936.6556076347,130870.71529602118
2012-09-01,133893.49810632027,812841.0170811767,2132358.994582256,4481920.237915587,3608869.577413723,130852.24032797504
2012-09-02,133899.865944964,812805.4076460759,2132359.3479127027,4481875.574480689,3608805.614501998,130833.84142360662
2012-09-03,133906.1691074906,812770.1727312302,2132361.0786851095,4481834.756554685,3608744.7668724596,130815.51858291584
2012-09-04,133912.4075939,812735.312336639,2132364.1868994753,4481797.784137574,3608687.034525107,130797.27180590277
2012-09-05,133918.5814041922,812700.8264623028,2132368.6725558005,4481764.6572293565,3608632.417459941,130779.10109256736
2012-09-06,133924.69053836726,812666.7151082215,2132374.5356540857,4481735.375830033,3608580.915676961,130761.00644290965
2012-09-07,133930.73499642513,812632.9782743951,2132381.77619433,4481709.939939601,3608532.5291761667,130742.98785692963
2012-09-08,133936.71477836583,812599.6159608233,2132390.394176534,4481688.349558065,3608487.257957559,130725.04533462727
2012-09-09,133942.62988418934,812566.6281675064,2132400.389600697,4481670.604685419,3608445.1020211373,130707.1788760026
2012-09-10,133948.4803138957,812534.0148944446,2132411.76246682,4481656.705321669,3608406.0613669027,130689.3884810556
2012-09-11,133954.26606748492,812501.7761416377,2132424.512774903,4481646.651466812,3608370.135994854,130671.67414978633
2012-09-12,133959.98714495692,812469.9119090855,2132438.6405249448,4481640.443120848,3608337.3259049915,130654.03588219472
2012-09-13,133965.64354631174,812438.422196788,2132454.1457169456,4481638.080283777,3608307.6310973144,130636.47367828073
2012-09-14,133971.2352715494,812407.3070047455,2132471.0283509074,4481639.562955599,3608281.051571825,130618.9875380445
2012-09-15,133976.7623206699,812376.5663329579,2132489.2884268276,4481644.891136315,3608257.587328521,130601.57746148594
2012-09-16,133982.22469367323,812346.2001814253,2132508.9259447083,4481654.064825926,3608237.238367404,130584.24344860506
2012-09-17,133987.62239055935,812316.2085501472,2132529.9409045475,4481667.0840244265,3608220.004688472,130566.98549940182
2012-09-18,133992.95541132832,812286.5914391243,2132552.3333063466,4481683.948731824,3608205.886291728,130549.80361387631
2012-09-19,133998.2237559801,812257.3488483562,2132576.103150105,4481704.658948113,3608194.8831771687,130532.69779202848
2012-09-20,134003.42742451472,812228.4807778429,2132601.2504358236,4481729.214673296,3608186.995344796,130515.6680338583
2012-09-21,134008.56641693218,812199.9872275844,2132627.775163501,4481757.615907372,3608182.222794609,130498.71433936583
2012-09-22,134013.64073323243,812171.8681975807,2132655.677333138,4481789.862650342,3608180.5655266102,130481.83670855105
2012-09-23,134018.65037341556,812144.123687832,2132684.9569447353,4481825.954902205,3608182.0235407962,130465.03514141394
2012-09-24,134023.5953374815,812116.7536983382,2132715.6139982915,4481865.892662961,3608186.5968371686,130448.30963795452
2012-09-25,134028.47562543023,812089.758229099,2132747.6484938073,4481909.67593261,3608194.285415727,130431.66019817276
2012-09-26,134033.29123726182,812063.1372801149,2132781.0604312825,4481957.304711154,3608205.0892764726,130415.08682206871
2012-09-27,134038.04217297622,812036.8908513855,2132815.849810717,4482008.778998589,3608219.0084194033,130398.5895096423
2012-09-28,134042.72843257347,812011.0189429112,2132852.016632112,4482064.09879492,3608236.042844522,130382.16826089362
2012-09-29,134047.3500160535,811985.5215546914,2132889.5608954653,4482123.264100143,3608256.1925518247,130365.8230758226
2012-09-30,134051.9069234164,811960.3986867268,2132928.482600779,4482186.274914259,3608279.4575413144,130349.55395442926
2012-10-01,134056.39915466213,811935.650339017,2132968.7817480518,4482253.131237269,3608305.837812991,130333.36089671362
2012-10-02,134060.82670979068,811911.2765115622,2133010.4583372846,4482323.833069173,3608335.3333668537,130317.24390267568
2012-10-03,134065.18958880202,811887.2772043617,2133053.5123684765,4482398.380409969,3608367.944202902,130301.20297231537
2012-10-04,134069.4877916962,811863.6524174166,2133097.943841628,4482476.773259658,3608403.670321137,130285.23810563277
2012-10-05,134073.72131847322,811840.4021507262,2133143.752756739,4482559.011618243,3608442.5117215584,130269.34930262784
2012-10-06,134077.89016913308,811817.5264042905,2133190.9391138093,4482645.095485719,3608484.4684041664,130253.53656330061
2012-10-07,134081.99434367576,811795.0251781099,2133239.5029128394,4482735.024862089,3608529.54036896,130237.79988765107
2012-10-08,134086.0338421013,811772.8984721841,2133289.4441538295,4482828.7997473525,3608577.72761594,130222.1392756792
2012-10-09,134090.00866440963,811751.1462865132,2133340.7628367785,4482926.42014151,3608629.030145107,130206.55472738502
2012-10-10,134093.91881060076,811729.7686210971,2133393.458961687,4483027.88604456,3608683.447956459,130191.04624276851
2012-10-11,134097.76428067472,811708.7654759355,2133447.532528555,4483133.197456503,3608740.9810499973,130175.61382182964
2012-10-12,134101.54507463152,811688.1368510292,2133502.9835373824,4483242.35437734,3608801.6294257226,130160.25746456854
2012-10-13,134105.26119247117,811667.8827463777,2133559.81198817,4483355.35680707,3608865.393083634,130144.97717098506
2012-10-14,134108.91263419364,811648.0031619811,2133618.017880917,4483472.204745694,3608932.272023732,130129.77294107931
2012-10-15,134112.49939979892,811628.4980978393,2133677.6012156233,4483592.898193211,3609002.2662460157,130114.64477485123
2012-10-16,134116.02148928703,811609.3675539523,2133738.5619922886,4483717.437149622,3609075.3757504853,130099.59267230079
2012-10-17,134119.47890265795,811590.6115303201,2133800.900210914,4483845.821614925,3609151.600537142,130084.61663342809
