year,l_under_0.1,l_0.2-0.4,l_0.5-0.7,l_0.8-1.0,l_1.1-1.5,l_1.6-2.0
2016-01-18,147998.03297922236,948817.2546308438,2757408.26592835,5902739.699142616,4611116.458722289,143975.91956155768
2016-01-19,147993.13272124302,948813.0820929403,2757612.2999827284,5903213.607150101,4611220.230039121,143951.11695593948
2016-01-20,147988.2171863691,948809.0194388594,2757816.303403094,5903687.219320885,4611323.809549834,143926.26491334703
2016-01-21,147983.28637460058,948805.0666686005,2758020.276189447,5904160.535654964,4611427.197254427,143901.36343378027
2016-01-22,147978.34028593745,948801.2237821637,2758224.218341787,5904633.556152342,4611530.393152903,143876.4125172392
2016-01-23,147973.37892037974,948797.4907795491,2758428.1298601143,5905106.280813019,4611633.397245258,143851.4121637238
2016-01-24,147968.4022779275,948793.8676607569,2758632.0107444297,5905578.709636994,4611736.209531497,143826.36237323418
2016-01-25,147963.41035858062,948790.3544257869,2758835.860994733,5906050.842624266,4611838.830011616,143801.26314577024
2016-01-26,147958.40316233918,948786.9510746392,2759039.6806110227,5906522.6797748385,4611941.258685617,143776.11448133204
2016-01-27,147953.38068920316,948783.6576073136,2759243.4695933005,5906994.221088707,4612043.495553499,143750.9163799195
2016-01-28,147948.34293917258,948780.4740238104,2759447.227941565,5907465.466565874,4612145.540615262,143725.6688415327
2016-01-29,147943.28991224736,948777.400324129,2759650.9556558174,5907936.416206338,4612247.393870907,143700.37186617157
2016-01-30,147938.2216084276,948774.4365082701,2759854.6527360575,5908407.070010102,4612349.055320432,143675.02545383616
2016-01-31,147933.13802771323,948771.5825762333,2760058.319182284,5908877.427977164,4612450.52496384,143649.62960452648
2016-02-01,147928.03917010428,948768.8385280189,2760261.954994499,5909347.490107524,4612551.8028011285,143624.18431824248
2016-02-02,147922.92503560073,948766.2043636267,2760465.5601727017,5909817.256401181,4612652.888832299,143598.68959498423
2016-02-03,147917.79562420264,948763.6800830566,2760669.1347168908,5910286.726858139,4612753.78305735,143573.14543475164
2016-02-04,147912.65093590989,948761.2656863085,2760872.6786270677,5910755.901478391,4612854.4854762815,143547.55183754474
2016-02-05,147907.49097072266,948758.961173383,2761076.191903232,5911224.780261943,4612954.996089096,143521.90880336362
2016-02-06,147902.3157286408,948756.7665442796,2761279.6745453835,5911693.363208794,4613055.314895791,143496.21633220816
2016-02-07,147897.12520966431,948754.6817989984,2761483.126553523,5912161.650318943,4613155.441896368,143470.47442407842
2016-02-08,147891.91941379328,948752.7069375394,2761686.5479276497,5912629.641592389,4613255.377090826,143444.68307897437
2016-02-09,147886.6983410277,948750.8419599028,2761889.938667764,5913097.337029135,4613355.120479166,143418.84229689607
2016-02-10,147881.46199136745,948749.0868660881,2762093.298773865,5913564.736629176,4613454.672061386,143392.95207784342
2016-02-11,147876.2103648127,948747.4416560959,2762296.6282459544,5914031.840392518,4613554.031837488,143367.01242181653
2016-02-12,147870.94346136332,948745.9063299259,2762499.927084031,5914498.648319157,4613653.199807471,143341.0233288153
2016-02-13,147865.6612810194,948744.4808875781,2762703.195288095,5914965.160409095,4613752.175971337,143314.98479883984
2016-02-14,147860.36382378082,948743.1653290523,2762906.432858146,5915431.37666233,4613850.960329081,143288.89683189
2016-02-15,147855.0510896477,948741.9596543487,2763109.6397941844,5915897.297078862,4613949.552880708,143262.7594279659
2016-02-16,147849.72307861998,948740.8638634676,2763312.816096211,5916362.921658694,4614047.953626217,143236.57258706755
2016-02-17,147844.3797906977,948739.8779564085,2763515.961764225,5916828.250401825,4614146.162565607,143210.33630919488
2016-02-18,147839.0212258808,948739.0019331716,2763719.076798225,5917293.283308252,4614244.179698877,143184.0505943479
2016-02-19,147833.64738416937,948738.2357937573,2763922.1611982137,5917758.020377979,4614342.00502603,143157.71544252668
2016-02-20,147828.25826556332,948737.5795381647,2764125.2149641896,5918222.461611001,4614439.638547064,143131.3308537311
2016-02-21,147822.8538700627,948737.0331663949,2764328.2380961534,5918686.607007325,4614537.080261979,143104.8968279613
2016-02-22,147817.43419766746,948736.5966784469,2764531.2305941037,5919150.456566945,4614634.330170776,143078.41336521713
2016-02-23,147811.9992483777,948736.2700743211,2764734.192458042,5919614.010289863,4614731.388273453,143051.88046549872
2016-02-24,147806.5490221933,948736.0533540176,2764937.1236879667,5920077.268176079,4614828.254570012,143025.29812880597
2016-02-25,147801.08351911433,948735.9465175363,2765140.0242838804,5920540.230225594,4614924.929060454,142998.66635513896
2016-02-26,147795.60273914077,948735.9495648773,2765342.89424578,5921002.896438407,4615021.411744774,142971.98514449765
2016-02-27,147790.10668227266,948736.0624960404,2765545.733573668,5921465.266814518,4615117.702622978,142945.25449688203
2016-02-28,147784.59534850993,948736.2853110258,2765748.5422675437,5921927.341353927,4615213.801695062,142918.47441229215
2016-02-29,147779.06873785265,948736.6180098336,2765951.3203274063,5922389.120056635,4615309.708961029,142891.644890728
2016-03-01,147773.52685030075,948737.0605924635,2766154.0677532563,5922850.60292264,4615405.424420875,142864.7659321895
2016-03-02,147767.96968585424,948737.6130589151,2766356.784545094,5923311.789951942,4615500.948074603,142837.83753667673
2016-03-03,147762.3972445132,948738.2754091895,2766559.4707029187,5923772.681144543,4615596.2799222125,142810.85970418964
2016-03-04,147756.8095262776,948739.0476432862,2766762.1262267316,5924233.276500445,4615691.419963704,142783.83243472833
2016-03-05,147751.20653114736,948739.9297612049,2766964.751116532,5924693.576019642,4615786.3681990765,142756.7557282927
2016-03-06,147745.58825912257,948740.9217629458,2767167.3453723188,5925153.579702138,4615881.124628331,142729.62958488273
2016-03-07,147739.9547102032,948742.023648509,2767369.9089940935,5925613.287547932,4615975.689251466,142702.4540044985
2016-03-08,147734.3058843892,948743.2354178942,2767572.4419818553,5926072.699557024,4616070.062068482,142675.22898713997
2016-03-09,147728.64178168066,948744.557071102,2767774.9443356055,5926531.815729415,4616164.24307938,142647.95453280717
2016-03-10,147722.9624020775,948745.9886081317,2767977.416055342,5926990.636065103,4616258.2322841585,142620.63064150006
2016-03-11,147717.26774557977,948747.5300289836,2768179.8571410663,5927449.160564088,4616352.029682819,142593.2573132186
2016-03-12,147711.55781218747,948749.1813336579,2768382.267592779,5927907.389226375,4616445.635275361,142565.83454796294
2016-03-13,147705.83260190056,948750.9425221542,2768584.6474104775,5928365.322051956,4616539.049061784,142538.36234573295
2016-03-14,147700.0921147191,948752.8135944731,2768786.996594165,5928822.959040838,4616632.271042088,142510.8407065287
2016-03-15,147694.33635064302,948754.794550614,2768989.3151438385,5929280.300193017,4616725.301216274,142483.26963035009
2016-03-16,147688.56530967238,948756.8853905771,2769191.6030595005,5929737.345508495,4616818.139584341,142455.64911719723
2016-03-17,147682.77899180716,948759.0861143623,2769393.8603411494,5930194.0949872695,4616910.786146289,142427.97916707007
2016-03-18,147676.97739704733,948761.3967219698,2769596.086988786,5930650.548629343,4617003.240902119,142400.2597799686
2016-03-19,147671.16052539294,948763.8172133997,2769798.2830024096,5931106.706434716,4617095.50385183,142372.49095589286
2016-03-20,147665.32837684397,948766.3475886517,2770000.448382021,5931562.568403384,4617187.574995423,142344.67269484283
2016-03-21,147659.4809514004,948768.9878477257,2770202.5831276197,5932018.134535352,4617279.454332896,142316.80499681848
2016-03-22,147653.61824906222,948771.7379906222,2770404.6872392055,5932473.404830617,4617371.14186425,142288.88786181988
2016-03-23,147647.7402698295,948774.5980173406,2770606.760716779,5932928.379289181,4617462.637589486,142260.92128984694
2016-03-24,147641.8470137022,948777.5679278818,2770808.803560341,5933383.057911045,4617553.941508605,142232.90528089975
2016-03-25,147635.93848068028,948780.6477222448,2771010.8157698894,5933837.440696205,4617645.053621604,142204.83983497825
2016-03-26,147630.0146707638,948783.8374004301,2771212.7973454245,5934291.527644662,4617735.973928484,142176.72495208244
2016-03-27,147624.0755839527,948787.1369624375,2771414.748286948,5934745.31875642,4617826.702429245,142148.56063221235
2016-03-28,147618.12122024706,948790.5464082672,2771616.668594459,5935198.814031474,4617917.239123888,142120.34687536795
2016-03-29,147612.1515796468,948794.0657379192,2771818.5582679566,5935652.013469826,4618007.584012412,142092.0836815493
2016-03-30,147606.16666215198,948797.6949513933,2772020.4173074425,5936104.917071477,4618097.737094818,142063.77105075633
2016-03-31,147600.16646776258,948801.4340486897,2772222.2457129154,5936557.524836427,4618187.698371105,142035.40898298906
2016-04-01,147594.15099647862,948805.2830298084,2772424.0434843767,5937009.836764674,4618277.467841274,142006.99747824753
2016-04-02,147588.12024830002,948809.2418947492,2772625.810621824,5937461.852856219,4618367.0455053225,141978.53653653167
2016-04-03,147582.07422322684,948813.3106435122,2772827.5471252594,5937913.573111062,4618456.431363254,141950.02615784152
2016-04-04,147576.0129212591,948817.4892760973,2773029.2529946817,5938364.997529203,4618545.625415065,141921.4663421771
2016-04-05,147569.9363423968,948821.777792505,2773230.9282300924,5938816.126110645,4618634.62766076,141892.8570895384
2016-04-06,147563.84448663986,948826.1761927345,2773432.5728314896,5939266.958855381,4618723.438100334,141864.19839992537
2016-04-07,147557.7373539884,948830.6844767865,2773634.1867988748,5939717.495763417,4618812.056733791,141835.49027333804
2016-04-08,147551.6149444423,948835.3026446607,2773835.7701322474,5940167.736834751,4618900.483561128,141806.73270977644
2016-04-09,147545.47725800163,948840.030696357,2774037.3228316074,5940617.682069384,4618988.718582347,141777.92570924058
2016-04-10,147539.32429466638,948844.8686318755,2774238.8448969545,5941067.331467314,4619076.761797447,141749.06927173038
2016-04-11,147533.15605443652,948849.8164512162,2774440.3363282895,5941516.685028542,4619164.6132064285,141720.1633972459
2016-04-12,147526.97253731213,948854.8741543792,2774641.7971256115,5941965.742753068,4619252.272809291,141691.2080857871
2016-04-13,147520.77374329313,948860.0417413645,2774843.2272889214,5942414.504640893,4619339.740606035,141662.20333735406
2016-04-14,147514.55967237958,948865.319212172,2775044.6268182183,5942862.970692016,4619427.016596662,141633.1491519467
2016-04-15,147508.33032457138,948870.7065668016,2775245.995713503,5943311.140906436,4619514.100781168,141604.04552956505
2016-04-16,147502.08569986862,948876.2038052534,2775447.333974775,5943759.0152841555,4619600.993159556,141574.8924702091
2016-04-17,147495.82579827128,948881.8109275275,2775648.641602034,5944206.593825173,4619687.693731826,141545.68997387888
2016-04-18,147489.55061977936,948887.5279336239,2775849.918595281,5944653.876529488,4619774.202497976,141516.43804057434
2016-04-19,147483.26016439285,948893.3548235423,2776051.164954515,5945100.863397101,4619860.519458008,141487.13667029553
2016-04-20,147476.95443211176,948899.2915972831,2776252.3806797364,5945547.554428013,4619946.644611921,141457.7858630424
2016-04-21,147470.6334229361,948905.3382548462,2776453.565770946,5945993.949622223,4620032.577959717,141428.38561881502
2016-04-22,147464.29713686585,948911.4947962313,2776654.7202281426,5946440.048979731,4620118.319501393,141398.9359376133
2016-04-23,147457.945573901,948917.7612214386,2776855.844051326,5946885.852500536,4620203.86923695,141369.4368194373
2016-04-24,147451.57873404154,948924.1375304682,2777056.937240497,5947331.36018464,4620289.227166388,141339.888264287
2016-04-25,147445.19661728755,948930.6237233201,2777257.9997956567,5947776.572032042,4620374.393289709,141310.29027216244
2016-04-26,147438.79922363895,948937.2197999943,2777459.0317168026,5948221.488042742,4620459.36760691,141280.64284306357
2016-04-27,147432.3865530958,948943.9257604906,2777660.0330039365,5948666.108216742,4620544.150117993,141250.94597699042
2016-04-28,147425.958605658,948950.741604809,2777861.0036570574,5949110.432554037,4620628.740822957,141221.19967394296
2016-04-29,147419.51538132568,948957.6673329497,2778061.9436761662,5949554.4610546315,4620713.139721803,141191.40393392122
2016-04-30,147413.05688009874,948964.7029449126,2778262.853061262,5949998.193718525,4620797.34681453,141161.55875692517
2016-05-01,147406.58310197722,948971.8484406976,2778463.7318123453,5950441.630545715,4620881.362101138,141131.6641429548
2016-05-02,147400.0940469611,948979.1038203049,2778664.5799294156,5950884.771536203,4620965.185581626,141101.7200920102
2016-05-03,147393.58971505045,948986.4690837346,2778865.3974124743,5951327.616689991,4621048.817255998,141071.7266040913
2016-05-04,147387.0701062452,948993.9442309865,2779066.1842615204,5951770.166007078,4621132.25712425,141041.6836791981
2016-05-05,147380.53522054537,949001.5292620605,2779266.9404765535,5952212.419487461,4621215.505186384,141011.59131733057
2016-05-06,147373.98505795086,949009.2241769566,2779467.6660575736,5952654.377131141,4621298.561442398,140981.44951848875
2016-05-07,147367.41961846186,949017.0289756751,2779668.3610045817,5953096.038938121,4621381.425892293,140951.25828267267
2016-05-08,147360.83890207828,949024.9436582158,2779869.0253175767,5953537.404908399,4621464.098536071,140921.01760988228
2016-05-09,147354.24290880008,949032.9682245788,2780069.6589965597,5953978.475041975,4621546.57937373,140890.72750011762
2016-05-10,147347.63163862732,949041.1026747639,2780270.26204153,5954419.249338849,4621628.86840527,140860.38795337867
2016-05-11,147341.00509155996,949049.3470087713,2780470.8344524875,5954859.727799022,4621710.9656306915,140829.99896966538
2016-05-12,147334.363267598,949057.7012266007,2780671.3762294324,5955299.910422491,4621792.871049994,140799.5605489778
2016-05-13,147327.70616674147,949066.1653282525,2780871.887372365,5955739.797209259,4621874.584663178,140769.072691316
2016-05-14,147321.03378899035,949074.7393137263,2781072.367881285,5956179.388159325,4621956.106470243,140738.53539667983
2016-05-15,147314.3461343447,949083.4231830226,2781272.8177561928,5956618.6832726905,4622037.43647119,140707.94866506942
2016-05-16,147307.6432028044,949092.2169361411,2781473.2369970875,5957057.682549354,4622118.574666018,140677.31249648466
2016-05-17,147300.92499436953,949101.1205730817,2781673.6256039697,5957496.385989314,4622199.521054727,140646.62689092566
2016-05-18,147294.1915090401,949110.1340938446,2781873.9835768393,5957934.793592573,4622280.275637317,140615.89184839235
2016-05-19,147287.4427468161,949119.2574984297,2782074.310915697,5958372.90535913,4622360.83841379,140585.10736888475
2016-05-20,147280.67870769743,949128.490786837,2782274.607620541,5958810.721288985,4622441.209384143,140554.27345240285
2016-05-21,147273.89939168424,949137.8339590663,2782474.873691373,5959248.241382139,4622521.388548377,140523.39009894663
2016-05-22,147267.10479877645,949147.2870151179,2782675.109128192,5959685.465638589,4622601.3759064935,140492.45730851614
2016-05-23,147260.2949289741,949156.8499549921,2782875.3139309995,5960122.394058339,4622681.171458491,140461.4750811114
2016-05-24,147253.46978227719,949166.5227786882,2783075.488099794,5960559.0266413875,4622760.775204369,140430.44341673233
2016-05-25,147246.62935868563,949176.3054862067,2783275.631634576,5960995.363387734,4622840.18714413,140399.36231537897
2016-05-26,147239.7736581995,949186.1980775472,2783475.744535344,5961431.404297377,4622919.40727777,140368.23177705132
2016-05-27,147232.9026808188,949196.2005527101,2783675.826802101,5961867.149370319,4622998.435605293,140337.0518017494
2016-05-28,147226.0164265435,949206.3129116951,2783875.878434845,5962302.598606559,4623077.272126697,140305.82238947315
2016-05-29,147219.11489537364,949216.5351545024,2784075.8994335765,5962737.752006098,4623155.916841982,140274.5435402226
2016-05-30,147212.1980873092,949226.8672811319,2784275.889798295,5963172.609568935,4623234.369751149,140243.2152539978
2016-05-31,147205.26600235017,949237.3092915835,2784475.8495290014,5963607.171295069,4623312.630854197,140211.8375307987
2016-06-01,147198.31864049652,949247.8611858576,2784675.7786256955,5964041.437184501,4623390.700151126,140180.41037062526
2016-06-02,147191.35600174833,949258.5229639537,2784875.6770883766,5964475.407237233,4623468.577641936,140148.93377347756
2016-06-03,147184.3780861055,949269.294625872,2785075.544917045,5964909.081453262,4623546.263326628,140117.40773935555
2016-06-04,147177.38489356817,949280.1761716125,2785275.382111701,5965342.459832588,4623623.757205201,140085.83226825926
2016-06-05,147170.37642413622,949291.1676011754,2785475.1886723447,5965775.542375214,4623701.0592776565,140054.2073601887
2016-06-06,147163.35267780966,949302.2689145603,2785674.964598975,5966208.329081137,4623778.169543993,140022.53301514382
2016-06-07,147156.31365458854,949313.4801117675,2785874.7098915935,5966640.819950359,4623855.088004209,139990.80923312466
2016-06-08,147149.2593544728,949324.8011927968,2786074.424550199,5967073.014982877,4623931.814658307,139959.03601413118
2016-06-09,147142.18977746254,949336.2321576487,2786274.1085747927,5967504.9141786955,4624008.349506288,139927.21335816346
2016-06-10,147135.10492355766,949347.7730063226,2786473.761965373,5967936.517537812,4624084.692548148,139895.34126522142
2016-06-11,147128.00479275818,949359.4237388186,2786673.384721941,5968367.825060225,4624160.843783891,139863.41973530507
2016-06-12,147120.88938506413,949371.1843551368,2786872.9768444966,5968798.836745938,4624236.803213514,139831.44876841444
2016-06-13,147113.7587004755,949383.0548552774,2787072.5383330393,5969229.552594948,4624312.57083702,139799.42836454953
2016-06-14,147106.6127389923,949395.0352392402,2787272.0691875694,5969659.972607256,4624388.146654406,139767.3585237103
2016-06-15,147099.45150061446,949407.125507025,2787471.569408087,5970090.096782862,4624463.530665673,139735.23924589678
2016-06-16,147092.2749853421,949419.3256586323,2787671.0389945926,5970519.925121767,4624538.722870823,139703.070531109
2016-06-17,147085.08319317512,949431.6356940616,2787870.477947085,5970949.45762397,4624613.723269854,139670.8523793469
2016-06-18,147077.8761241136,949444.0556133133,2788069.8862655656,5971378.694289471,4624688.531862766,139638.58479061053
2016-06-19,147070.65377815743,949456.5854163871,2788269.263950032,5971807.635118268,4624763.148649558,139606.26776489982
2016-06-20,147063.4161553067,949469.2251032832,2788468.6110004876,5972236.280110367,4624837.573630233,139573.90130221486
2016-06-21,147056.1632555614,949481.9746740015,2788667.9274169295,5972664.629265761,4624911.806804788,139541.48540255558
2016-06-22,147048.89507892152,949494.8341285419,2788867.2131993594,5973092.682584454,4624985.848173226,139509.02006592203
2016-06-23,147041.61162538704,949507.8034669047,2789066.4683477767,5973520.440066446,4625059.697735544,139476.50529231416
2016-06-24,147034.312894958,949520.8826890897,2789265.692862182,5973947.901711737,4625133.355491744,139443.94108173205
2016-06-25,147026.99888763437,949534.0717950969,2789464.886742573,5974375.067520324,4625206.8214418255,139411.32743417562
2016-06-26,147019.66960341614,949547.3707849263,2789664.0499889534,5974801.93749221,4625280.095585788,139378.6643496449
2016-06-27,147012.3250423033,949560.7796585776,2789863.182601319,5975228.511627393,4625353.177923631,139345.95182813983
2016-06-28,147004.96520429594,949574.2984160515,2790062.284579674,5975654.789925875,4625426.068455356,139313.18986966056
2016-06-29,146997.59008939395,949587.9270573476,2790261.355924016,5976080.772387655,4625498.7671809625,139280.37847420695
2016-06-30,146990.1996975974,949601.6655824658,2790460.396634345,5976506.459012734,4625571.274100451,139247.51764177904
2016-07-01,146982.79402890624,949615.5139914063,2790659.406710662,5976931.84980111,4625643.589213819,139214.60737237686
2016-07-02,146975.3730833205,949629.4722841689,2790858.3861529655,5977356.944752784,4625715.71252107,139181.64766600035
2016-07-03,146967.9499953547,949643.4679042759,2791057.3469392243,5977781.886911318,4625787.844923095,139148.68302381414
2016-07-04,146960.5378995233,949657.4282952489,2791256.3010474043,5978206.81932027,4625860.187320793,139115.75794698278
2016-07-05,146953.1367958263,949671.3534570886,2791455.2484775065,5978631.741979643,4625932.7397141615,139082.87243550623
2016-07-06,146945.74668426378,949685.2433897944,2791654.18922953,5979056.654889435,4626005.502103202,139050.0264893845
2016-07-07,146938.3675648356,949699.0980933664,2791853.1233034753,5979481.558049645,4626078.474487911,139017.22010861768
2016-07-08,146930.99943754188,949712.9175678049,2792052.050699342,5979906.451460277,4626151.656868293,138984.45329320562
2016-07-09,146923.6423023825,949726.7018131095,2792250.971417131,5980331.335121327,4626225.049244345,138951.7260431484
2016-07-10,146916.29615935762,949740.4508292803,2792449.8854568414,5980756.209032796,4626298.651616068,138919.03835844607
2016-07-11,146908.96100846716,949754.1646163176,2792648.7928184737,5981181.073194686,4626372.463983461,138886.39023909855
2016-07-12,146901.6368497111,949767.8431742211,2792847.693502027,5981605.927606995,4626446.486346527,138853.78168510585
2016-07-13,146894.32368308943,949781.4865029909,2793046.5875075026,5982030.772269723,4626520.718705263,138821.212696468
2016-07-14,146887.02150860216,949795.094602627,2793245.4748348994,5982455.607182871,4626595.161059669,138788.68327318496
2016-07-15,146879.73032624935,949808.6674731293,2793444.3554842183,5982880.432346437,4626669.813409747,138756.19341525674
2016-07-16,146872.45013603094,949822.205114498,2793643.2294554585,5983305.247760424,4626744.675755495,138723.74312268343
2016-07-17,146865.18093794692,949835.7075267328,2793842.096748621,5983730.053424831,4626819.748096915,138691.33239546488
2016-07-18,146857.92273199736,949849.1747098342,2794040.957363704,5984154.849339656,4626895.030434006,138658.9612336012
2016-07-19,146850.6755181822,949862.6066638016,2794239.81130071,5984579.6355049005,4626970.522766767,138626.62963709235
2016-07-20,146843.43929650146,949876.0033886353,2794438.658559637,5985004.411920565,4627046.225095199,138594.33760593834
2016-07-21,146836.21406695512,949889.3648843355,2794637.499140486,5985429.178586649,4627122.137419303,138562.08514013918
2016-07-22,146828.9998295432,949902.691150902,2794836.3330432563,5985853.935503153,4627198.259739078,138529.87223969484
2016-07-23,146821.7965842657,949915.9821883346,2795035.160267948,5986278.682670076,4627274.592054523,138497.69890460535
2016-07-24,146814.60433112262,949929.2379966334,2795233.9808145626,5986703.4200874185,4627351.134365639,138465.56513487067
2016-07-25,146807.42307011393,949942.4585757987,2795432.794683098,5987128.14775518,4627427.886672426,138433.47093049085
2016-07-26,146800.25280123967,949955.6439258303,2795631.601873555,5987552.86567336,4627504.848974884,138401.41629146587
2016-07-27,146793.09352449988,949968.794046728,2795830.4023859347,5987977.573841963,4627582.021273013,138369.4012177957
2016-07-28,146785.9452398944,949981.908938492,2796029.1962202345,5988402.272260982,4627659.403566812,138337.42570948036
2016-07-29,146778.8079474234,949994.9886011224,2796227.9833764564,5988826.960930423,4627736.995856282,138305.48976651987
2016-07-30,146771.68164708687,950008.0330346192,2796426.763854601,5989251.639850283,4627814.7981414255,138273.59338891425
2016-07-31,146764.56633888467,950021.042238982,2796625.5376546667,5989676.309020561,4627892.810422237,138241.73657666345
2016-08-01,146757.46202281688,950034.0162142112,2796824.3047766536,5990100.968441258,4627971.032698721,138209.91932976744
2016-08-02,146750.36869888357,950046.9549603068,2797023.0652205623,5990525.618112377,4628049.4649708755,138178.1416482263
2016-08-03,146743.28636708463,950059.8584772685,2797221.818986393,5990950.258033913,4628128.107238702,138146.40353203996
2016-08-04,146736.2150274201,950072.7267650968,2797420.5660741455,5991374.888205871,4628206.959502198,138114.70498120852
2016-08-05,146729.15467989002,950085.5598237909,2797619.3064838196,5991799.508628247,4628286.021761364,138083.04599573187
2016-08-06,146722.1053244943,950098.3576533516,2797818.0402154154,5992224.119301043,4628365.294016203,138051.42657561006
2016-08-07,146715.06696123307,950111.1202537786,2798016.7672689324,5992648.720224258,4628444.776266713,138019.84672084308
2016-08-08,146708.03959010623,950123.847625072,2798215.487644372,5993073.311397894,4628524.468512894,137988.306431431
2016-08-09,146701.0232111138,950136.5397672313,2798414.2013417324,5993497.892821947,4628604.370754744,137956.80570737366
2016-08-10,146694.01782425574,950149.1966802572,2798612.908361015,5993922.46449642,4628684.482992266,137925.34454867122
2016-08-11,146687.02342953216,950161.8183641492,2798811.6087022186,5994347.026421313,4628764.805225459,137893.9229553236
2016-08-12,146680.04002694294,950174.4048189075,2799010.302365344,5994771.578596625,4628845.337454321,137862.5409273308
2016-08-13,146673.06761648817,950186.9560445324,2799208.989350392,5995196.121022359,4628926.079678858,137831.19846469283
2016-08-14,146666.10619816784,950199.4720410234,2799407.6696573608,5995620.65369851,4629007.031899063,137799.89556740972
2016-08-15,146659.1557719819,950211.9528083806,2799606.343286252,5996045.176625081,4629088.194114941,137768.63223548143
2016-08-16,146652.21633793032,950224.398346604,2799805.0102370637,5996469.689802071,4629169.566326488,137737.40846890796
2016-08-17,146645.28789601324,950236.8086556938,2800003.6705097985,5996894.193229482,4629251.148533706,137706.22426768937
2016-08-18,146638.37044623058,950249.18373565,2800202.3241044544,5997318.686907312,4629332.940736595,137675.0796318256
2016-08-19,146631.46398858228,950261.5235864723,2800400.971021032,5997743.170835559,4629414.942935157,137643.97456131666
2016-08-20,146624.56852306836,950273.8282081609,2800599.6112595308,5998167.645014227,4629497.155129387,137612.90905616255
2016-08-21,146617.68404968895,950286.0976007159,2800798.2448199517,5998592.109443315,4629579.57731929,137581.88311636326
2016-08-22,146610.81056844397,950298.3317641373,2800996.8717022943,5999016.564122824,4629662.209504863,137550.89674191884
2016-08-23,146603.94807933332,950310.5306984247,2801195.4919065586,5999441.00905275,4629745.051686107,137519.94993282924
2016-08-24,146597.0965823571,950322.6944035785,2801394.105432744,5999865.444233096,4629828.103863023,137489.0426890945
2016-08-25,146590.2560775153,950334.8228795985,2801592.712280852,6000289.869663862,4629911.366035609,137458.17501071453
2016-08-26,146583.42656480795,950346.9161264849,2801791.3124508807,6000714.285345047,4629994.838203865,137427.34689768942
2016-08-27,146576.608044235,950358.9741442376,2801989.905942832,6001138.691276652,4630078.520367793,137396.5583500192
2016-08-28,146569.80051579647,950370.9969328567,2802188.492756705,6001563.087458677,4630162.412527393,137365.8093677038
2016-08-29,146563.00397949235,950382.9844923419,2802387.0728924987,6001987.47389112,4630246.514682662,137335.0999507432
2016-08-30,146556.21843532266,950394.9368226934,2802585.646350215,6002411.850573984,4630330.826833603,137304.43009913745
2016-08-31,146549.4438832873,950406.8539239111,2802784.213129852,6002836.2175072655,4630415.3489802135,137273.79981288651
2016-09-01,146542.68032338645,950418.7357959953,2802982.773231412,6003260.574690969,4630500.081122497,137243.20909199046
2016-09-02,146535.92775561998,950430.5824389457,2803181.326654893,6003684.92212509,4630585.023260451,137212.6579364492
2016-09-03,146529.18617998794,950442.3938527624,2803379.8734002956,6004109.259809632,4630670.175394075,137182.1463462628
2016-09-04,146522.4555964903,950454.1700374451,2803578.4134676196,6004533.587744591,4630755.53752337,137151.6743214312
2016-09-05,146515.73600512708,950465.9109929946,2803776.9468568657,6004957.9059299715,4630841.109648337,137121.24186195448
2016-09-06,146509.02740589832,950477.61671941,2803975.4735680334,6005382.214365771,4630926.891768974,137090.84896783257
2016-09-07,146502.3297988039,950489.2872166918,2804173.993601123,6005806.5130519895,4631012.883885282,137060.4956390655
2016-09-08,146495.64318384393,950500.9224848398,2804372.506956133,6006230.801988629,4631099.08599726,137030.18187565327
2016-09-09,146488.9675610184,950512.5225238544,2804571.013633067,6006655.081175688,4631185.498104911,136999.90767759588
2016-09-10,146482.3029303273,950524.0873337351,2804769.5136319213,6007079.350613167,4631272.120208234,136969.67304489337
2016-09-11,146475.64929177056,950535.616914482,2804968.006952697,6007503.6103010615,4631358.952307224,136939.47797754558
2016-09-12,146469.00664534827,950547.1112660952,2805166.493595395,6007927.860239378,4631445.994401887,136909.3224755527
2016-09-13,146462.37499106038,950558.5703885747,2805364.973560014,6008352.100428115,4631533.246492221,136879.20653891467
2016-09-14,146455.75432890689,950569.9942819206,2805563.4468465555,6008776.33086727,4631620.708578225,136849.13016763143
2016-09-15,146449.14465888782,950581.3829461327,2805761.913455018,6009200.551556844,4631708.380659902,136819.09336170307
2016-09-16,146442.5459810032,950592.7363812111,2805960.3733854024,6009624.762496839,4631796.262737248,136789.09612112952
2016-09-17,146435.958295253,950604.0545871557,2806158.826637709,6010048.963687252,4631884.354810267,136759.13844591082
2016-09-18,146429.38160163717,950615.3375639669,2806357.273211937,6010473.155128086,4631972.656878954,136729.22033604694
2016-09-19,146422.81590015575,950626.5853116438,2806555.713108086,6010897.336819339,4632061.168943314,136699.34179153788
2016-09-20,146416.2611908088,950637.7978301875,2806754.1463261573,6011321.508761012,4632149.891003344,136669.5028123837
2016-09-21,146409.71747359622,950648.9751195973,2806952.57286615,6011745.670953103,4632238.823059045,136639.70339858433
2016-09-22,146403.18474851805,950660.1171798734,2807150.992728065,6012169.8233956145,4632327.965110417,136609.94355013978
2016-09-23,146396.66301557433,950671.2240110157,2807349.405911901,6012593.966088545,4632417.31715746,136580.22326705008
2016-09-24,146390.15227476505,950682.2956130245,2807547.812417659,6013018.099031896,4632506.8792001745,136550.54254931523
